shipment_id,vaccine_type,transport_mode,route,temperature_avg_c,temperature_max_c,temperature_min_c,humidity_pct,vibration_g,door_open_count,transit_duration_hrs,power_outage_mins,temp_excursion,temp_excursion_duration_mins,cold_chain_failure
SHP-00200,Influenza,Road,Delhi-Mumbai,4.03,4.57,3.61,53.65,0.1023,2,69.16,10.73,0,0.0,0
SHP-00201,Hepatitis-B,Road,Lucknow-Ahmedabad,5.07,7.35,4.9,49.01,0.1321,5,8.78,27.93,0,0.0,0
SHP-00202,COVID-19-mRNA,Sea,Jaipur-Hyderabad,1.55,3.44,1.49,53.68,0.0308,6,24.87,0.3,1,88.25,0
SHP-00203,COVID-19-mRNA,Road,Lucknow-Ahmedabad,9.34,11.19,8.9,65.81,2.4129,4,60.08,12.99,1,12.16,1
SHP-00204,Rotavirus,Road,Chennai-Kolkata,3.16,3.96,2.49,62.79,1.0196,3,44.59,1.14,0,0.0,0
SHP-00205,Hepatitis-B,Sea,Chennai-Kolkata,3.23,4.5,1.71,59.39,0.3681,4,71.3,1.15,1,55.83,0
SHP-00206,COVID-19-mRNA,Road,Jaipur-Hyderabad,3.13,4.04,2.06,61.38,0.6278,2,66.42,0.21,0,0.0,0
SHP-00207,COVID-19-mRNA,Rail,Chennai-Kolkata,2.39,2.45,1.28,56.8,0.4066,4,17.77,12.77,1,30.11,0
SHP-00208,Hepatitis-B,Road,Jaipur-Hyderabad,2.18,3.88,2.12,58.02,0.8345,2,50.49,7.12,0,0.0,0
SHP-00209,COVID-19-mRNA,Rail,Chennai-Kolkata,2.69,3.71,2.27,57.21,0.9314,2,49.12,0.27,0,0.0,0
SHP-00210,COVID-19-mRNA,Air,Bengaluru-Pune,0.59,1.36,0.32,55.0,0.1325,5,13.32,5.02,1,102.7,0
SHP-00211,Hepatitis-B,Sea,Delhi-Mumbai,2.04,2.45,1.77,62.53,0.3079,2,11.91,0.64,1,36.12,0
SHP-00212,Hepatitis-B,Air,Bengaluru-Pune,8.87,11.43,8.31,58.61,0.5037,5,43.58,6.96,1,20.63,1
SHP-00213,Hepatitis-B,Road,Jaipur-Hyderabad,5.84,6.87,4.73,46.19,1.9185,4,32.6,2.63,0,0.0,0
SHP-00214,COVID-19-mRNA,Rail,Jaipur-Hyderabad,6.31,7.85,6.29,60.29,0.5739,1,42.0,0.27,0,0.0,0
SHP-00215,Influenza,Road,Bengaluru-Pune,6.94,7.11,6.7,57.47,1.1396,2,21.76,8.84,0,0.0,0
SHP-00216,COVID-19-mRNA,Road,Delhi-Mumbai,8.59,10.13,8.19,61.11,0.9358,9,42.74,4.25,1,76.96,1
SHP-00217,Polio,Road,Delhi-Mumbai,-0.43,1.74,-0.65,53.96,0.4362,4,31.3,7.41,1,58.65,0
SHP-00218,Influenza,Road,Lucknow-Ahmedabad,0.93,3.11,0.41,63.12,1.1205,5,64.58,5.61,1,41.22,0
SHP-00219,Hepatitis-B,Air,Chennai-Kolkata,1.99,2.25,1.42,54.39,0.2369,3,26.2,2.85,1,57.39,0
SHP-00220,Influenza,Air,Lucknow-Ahmedabad,2.83,3.93,1.88,62.24,0.2384,3,63.48,6.0,1,26.39,0
SHP-00221,Hepatitis-B,Road,Delhi-Mumbai,3.25,5.65,0.79,50.44,0.7593,4,31.74,0.07,1,38.81,0
SHP-00222,Hepatitis-B,Road,Bengaluru-Pune,2.88,3.94,2.58,51.13,0.0722,3,44.16,2.08,0,0.0,0
SHP-00223,COVID-19-mRNA,Air,Chennai-Kolkata,4.55,4.81,4.36,61.02,0.1825,2,24.9,7.52,0,0.0,0
SHP-00224,Polio,Road,Bengaluru-Pune,4.09,4.34,3.41,51.68,0.469,4,59.4,7.2,0,0.0,0
SHP-00225,COVID-19-mRNA,Road,Lucknow-Ahmedabad,2.19,3.54,0.6,77.06,0.2724,2,61.68,10.92,1,11.27,0
SHP-00226,COVID-19-mRNA,Air,Jaipur-Hyderabad,-1.44,-0.96,-1.98,60.66,1.4128,8,59.4,4.72,1,45.38,1
SHP-00227,Rotavirus,Road,Bengaluru-Pune,1.52,2.25,0.52,55.25,1.5911,1,48.23,14.25,1,66.83,0
SHP-00228,Polio,Rail,Lucknow-Ahmedabad,2.63,2.78,1.38,63.2,0.3492,4,26.12,4.08,1,112.18,0
SHP-00229,Rotavirus,Air,Lucknow-Ahmedabad,3.38,4.39,1.79,50.19,0.3872,5,48.01,3.47,1,73.08,0
SHP-00230,Hepatitis-B,Road,Lucknow-Ahmedabad,1.18,3.48,0.14,64.23,0.6448,1,69.33,1.1,1,42.44,0
SHP-00231,Influenza,Road,Jaipur-Hyderabad,2.77,6.87,2.75,63.95,0.3056,1,48.79,7.54,0,0.0,0
SHP-00232,Hepatitis-B,Road,Jaipur-Hyderabad,1.17,3.22,0.2,67.54,0.1054,3,69.12,5.89,1,47.31,0
SHP-00233,Hepatitis-B,Road,Jaipur-Hyderabad,3.69,3.96,2.24,50.59,0.6871,2,26.1,3.09,0,0.0,0
SHP-00234,Polio,Road,Chennai-Kolkata,1.32,3.98,1.02,42.77,0.6693,4,61.84,0.46,1,25.93,0
SHP-00235,COVID-19-mRNA,Road,Jaipur-Hyderabad,1.88,4.87,0.94,48.9,0.1405,4,53.42,0.67,1,62.87,0
SHP-00236,Influenza,Air,Jaipur-Hyderabad,0.73,0.88,0.04,52.18,0.8946,0,60.07,0.61,1,39.73,0
SHP-00237,COVID-19-mRNA,Road,Jaipur-Hyderabad,3.62,3.88,1.61,71.67,0.4755,2,52.91,2.35,1,20.1,0
SHP-00238,COVID-19-mRNA,Road,Bengaluru-Pune,1.83,3.73,1.41,76.95,0.1348,5,37.7,0.87,1,33.81,0
SHP-00239,Hepatitis-B,Air,Jaipur-Hyderabad,6.27,6.87,5.34,58.45,0.5278,4,51.31,9.86,0,0.0,0
SHP-00240,COVID-19-mRNA,Road,Chennai-Kolkata,5.01,5.24,4.19,55.09,0.133,2,67.52,11.48,0,0.0,0
SHP-00241,Rotavirus,Sea,Lucknow-Ahmedabad,3.83,5.25,3.72,51.5,0.1541,2,33.56,9.72,0,0.0,0
SHP-00242,Rotavirus,Road,Bengaluru-Pune,2.01,4.25,1.57,63.25,0.942,3,68.82,4.69,1,78.27,0
SHP-00243,Rotavirus,Road,Delhi-Mumbai,4.95,6.34,4.7,76.89,1.326,2,9.26,4.54,0,0.0,0
SHP-00244,Polio,Sea,Jaipur-Hyderabad,5.73,7.6,5.56,72.86,0.1485,3,6.94,11.08,0,0.0,0
SHP-00245,COVID-19-mRNA,Road,Lucknow-Ahmedabad,4.36,4.41,3.79,66.38,1.3159,3,38.59,2.61,0,0.0,0
SHP-00246,Rotavirus,Road,Lucknow-Ahmedabad,8.01,8.23,7.88,66.23,0.1364,2,62.0,0.32,1,94.1,0
SHP-00247,Polio,Rail,Bengaluru-Pune,5.15,5.67,4.44,63.32,0.0624,4,22.36,3.18,0,0.0,0
SHP-00248,Rotavirus,Rail,Delhi-Mumbai,6.28,7.44,6.11,54.53,0.03,0,51.77,4.03,0,0.0,0
SHP-00249,Rotavirus,Road,Chennai-Kolkata,4.33,5.58,4.0,47.63,0.1386,3,42.1,3.99,0,0.0,0
SHP-00250,Rotavirus,Road,Lucknow-Ahmedabad,5.69,5.97,4.42,54.79,0.2433,2,25.19,0.87,0,0.0,0
SHP-00251,COVID-19-mRNA,Road,Lucknow-Ahmedabad,2.01,2.43,-0.34,59.22,1.3124,1,24.86,7.65,1,29.74,1
SHP-00252,Polio,Sea,Lucknow-Ahmedabad,2.85,5.1,1.91,40.46,0.1386,6,10.84,6.58,1,31.55,0
SHP-00253,Rotavirus,Road,Lucknow-Ahmedabad,4.87,6.27,3.07,53.47,0.2274,3,41.39,1.31,0,0.0,0
SHP-00254,Polio,Air,Bengaluru-Pune,4.86,4.96,4.55,46.74,0.6624,2,35.71,4.01,0,0.0,0
SHP-00255,COVID-19-mRNA,Rail,Delhi-Mumbai,5.27,7.71,4.49,65.14,0.1798,2,25.1,7.81,0,0.0,0
SHP-00256,Hepatitis-B,Road,Lucknow-Ahmedabad,6.75,7.27,4.63,49.5,0.5766,1,70.05,0.04,0,0.0,0
SHP-00257,Rotavirus,Air,Chennai-Kolkata,0.44,1.48,-0.57,58.28,0.2829,2,60.02,1.61,1,92.56,0
SHP-00258,Hepatitis-B,Road,Chennai-Kolkata,1.56,5.7,0.21,48.0,0.1094,3,40.65,3.19,1,64.81,0
SHP-00259,Hepatitis-B,Road,Jaipur-Hyderabad,4.57,4.95,4.37,70.98,0.6622,3,40.43,9.32,0,0.0,0
SHP-00260,COVID-19-mRNA,Rail,Lucknow-Ahmedabad,2.19,2.81,-0.23,37.99,0.0137,4,18.78,8.02,1,21.73,0
SHP-00261,Hepatitis-B,Air,Lucknow-Ahmedabad,12.44,12.78,11.98,59.76,0.1729,2,48.84,0.82,1,92.96,1
SHP-00262,Rotavirus,Rail,Lucknow-Ahmedabad,5.29,6.65,3.59,42.23,0.2202,1,68.94,3.11,0,0.0,0
SHP-00263,COVID-19-mRNA,Road,Lucknow-Ahmedabad,3.8,4.03,3.55,49.91,0.3064,0,65.29,1.82,0,0.0,0
SHP-00264,Hepatitis-B,Air,Lucknow-Ahmedabad,2.71,4.8,1.35,57.06,0.5695,4,11.59,2.57,1,44.8,0
SHP-00265,Rotavirus,Sea,Chennai-Kolkata,2.8,3.47,0.73,57.55,0.3075,3,9.5,3.89,1,63.03,0
SHP-00266,Influenza,Road,Delhi-Mumbai,4.08,5.52,3.97,57.29,0.4511,2,69.44,3.46,0,0.0,0
SHP-00267,Hepatitis-B,Road,Delhi-Mumbai,4.28,5.49,3.74,56.52,0.4529,1,19.19,0.76,0,0.0,0
SHP-00268,Influenza,Road,Jaipur-Hyderabad,2.86,4.0,1.54,48.58,0.2336,2,42.33,0.65,1,51.36,0
SHP-00269,Polio,Rail,Chennai-Kolkata,3.32,3.32,3.01,53.36,1.3588,4,10.93,0.7,0,0.0,0
SHP-00270,COVID-19-mRNA,Road,Lucknow-Ahmedabad,7.36,7.89,7.28,55.32,1.5601,1,61.66,9.2,0,0.0,0
SHP-00271,Influenza,Air,Delhi-Mumbai,7.46,7.47,5.43,56.95,0.436,6,13.78,0.1,0,0.0,0
SHP-00272,Influenza,Air,Bengaluru-Pune,4.63,5.59,3.34,54.34,0.0372,2,48.49,1.13,0,0.0,0
SHP-00273,Rotavirus,Road,Bengaluru-Pune,0.65,4.5,0.59,62.3,0.3378,6,9.74,15.61,1,13.4,0
SHP-00274,Rotavirus,Rail,Bengaluru-Pune,5.35,7.48,3.53,55.93,0.1019,5,16.34,0.34,0,0.0,0
SHP-00275,Hepatitis-B,Road,Lucknow-Ahmedabad,7.89,8.51,7.46,57.01,0.3301,6,39.8,0.18,1,43.76,0
SHP-00276,Hepatitis-B,Air,Lucknow-Ahmedabad,7.42,10.49,7.11,51.17,0.1044,2,9.02,2.45,1,112.93,1
SHP-00277,Influenza,Air,Jaipur-Hyderabad,5.84,6.63,5.32,44.48,0.6085,5,18.91,0.82,0,0.0,0
SHP-00278,Hepatitis-B,Road,Jaipur-Hyderabad,7.56,7.64,6.97,56.54,0.0419,4,14.99,4.17,0,0.0,0
SHP-00279,Influenza,Sea,Jaipur-Hyderabad,4.13,5.38,3.74,67.07,1.532,3,8.68,2.07,0,0.0,0
SHP-00280,Influenza,Road,Bengaluru-Pune,5.57,6.61,4.99,59.44,0.1087,1,70.09,1.17,0,0.0,0
SHP-00281,Rotavirus,Sea,Lucknow-Ahmedabad,2.3,2.71,2.25,46.83,0.5404,1,35.71,32.86,0,0.0,0
SHP-00282,Polio,Road,Bengaluru-Pune,4.73,6.24,3.68,63.15,1.2442,2,62.69,2.09,0,0.0,0
SHP-00283,Polio,Air,Jaipur-Hyderabad,7.32,8.76,5.47,51.65,0.1424,2,29.64,5.12,1,27.48,0
SHP-00284,COVID-19-mRNA,Rail,Lucknow-Ahmedabad,2.53,3.39,1.98,62.15,1.3613,3,8.81,10.36,1,98.9,0
SHP-00285,Hepatitis-B,Road,Chennai-Kolkata,1.85,2.94,1.71,51.31,0.2461,4,51.91,12.78,1,113.84,0
SHP-00286,COVID-19-mRNA,Road,Delhi-Mumbai,4.24,7.88,2.99,58.53,1.6161,2,8.56,2.64,0,0.0,0
SHP-00287,Polio,Sea,Delhi-Mumbai,3.43,3.65,3.33,49.82,1.7765,1,42.48,18.68,0,0.0,0
SHP-00288,Hepatitis-B,Air,Jaipur-Hyderabad,5.62,7.02,5.43,50.07,0.1042,3,15.18,6.45,0,0.0,0
SHP-00289,COVID-19-mRNA,Air,Bengaluru-Pune,2.87,4.39,2.48,39.34,0.8892,1,50.27,4.38,0,0.0,0
SHP-00290,Hepatitis-B,Road,Chennai-Kolkata,8.3,9.6,8.03,60.12,0.1075,5,64.92,5.91,1,99.37,0
SHP-00291,COVID-19-mRNA,Road,Lucknow-Ahmedabad,0.78,2.65,-0.03,58.7,0.1284,2,69.08,2.23,1,16.9,0
SHP-00292,COVID-19-mRNA,Air,Bengaluru-Pune,7.13,7.17,5.16,59.26,0.0439,2,40.83,2.76,0,0.0,0
SHP-00293,Influenza,Air,Jaipur-Hyderabad,2.09,3.33,-0.1,57.75,0.0851,2,41.16,4.41,1,113.28,1
SHP-00294,Polio,Air,Bengaluru-Pune,-0.49,-0.26,-0.59,47.38,0.5001,1,8.53,1.98,1,91.39,0
SHP-00295,COVID-19-mRNA,Rail,Jaipur-Hyderabad,4.59,5.03,4.26,64.66,0.2982,4,56.81,7.32,0,0.0,0
SHP-00296,Hepatitis-B,Air,Delhi-Mumbai,3.36,5.08,1.78,64.93,0.7826,3,69.11,1.45,1,66.55,0
SHP-00297,Influenza,Road,Delhi-Mumbai,1.23,2.33,1.08,47.12,0.2017,4,34.92,7.97,1,53.24,0
SHP-00298,COVID-19-mRNA,Road,Bengaluru-Pune,-0.2,0.13,-0.88,60.32,1.7309,7,58.38,0.83,1,81.63,1
SHP-00299,Hepatitis-B,Road,Chennai-Kolkata,3.98,6.43,2.84,63.75,0.0256,2,58.63,1.23,0,0.0,0
SHP-00300,COVID-19-mRNA,Air,Lucknow-Ahmedabad,6.44,6.73,6.13,50.3,0.0325,6,57.86,6.99,0,0.0,0
SHP-00301,COVID-19-mRNA,Rail,Jaipur-Hyderabad,5.46,7.36,4.31,52.04,0.6043,3,56.07,1.53,0,0.0,0
SHP-00302,Hepatitis-B,Air,Lucknow-Ahmedabad,4.14,5.15,3.42,60.34,1.0926,2,20.2,7.93,0,0.0,0
SHP-00303,Hepatitis-B,Rail,Delhi-Mumbai,5.2,6.6,5.07,39.9,0.7936,1,55.59,7.66,0,0.0,0
SHP-00304,Hepatitis-B,Rail,Chennai-Kolkata,3.93,4.47,2.36,44.11,0.3365,5,15.53,1.49,0,0.0,0
SHP-00305,Influenza,Road,Chennai-Kolkata,0.43,1.77,-1.58,45.1,0.1571,2,53.03,0.38,1,74.98,0
SHP-00306,Rotavirus,Road,Lucknow-Ahmedabad,0.45,0.85,-0.82,37.04,0.0068,4,6.23,0.91,1,22.78,0
SHP-00307,Hepatitis-B,Road,Delhi-Mumbai,3.49,4.6,3.3,65.85,0.3561,4,66.64,6.98,0,0.0,0
SHP-00308,Polio,Road,Lucknow-Ahmedabad,3.6,6.78,3.09,35.12,0.3228,4,60.61,9.39,0,0.0,0
SHP-00309,Influenza,Rail,Bengaluru-Pune,6.13,6.59,5.73,58.43,0.211,2,51.08,2.41,0,0.0,0
SHP-00310,COVID-19-mRNA,Rail,Chennai-Kolkata,5.89,6.12,4.51,63.12,0.4315,1,12.23,0.9,0,0.0,0
SHP-00311,Polio,Road,Chennai-Kolkata,5.51,6.29,4.99,52.06,0.6525,4,60.45,0.39,0,0.0,0
SHP-00312,COVID-19-mRNA,Road,Bengaluru-Pune,3.3,4.31,2.57,48.32,0.6035,2,63.76,1.22,0,0.0,0
SHP-00313,COVID-19-mRNA,Sea,Delhi-Mumbai,0.55,1.72,-0.53,57.33,0.1528,7,51.41,19.48,1,45.1,1
SHP-00314,Rotavirus,Sea,Chennai-Kolkata,5.03,5.63,3.81,55.02,0.4401,4,70.41,0.93,0,0.0,0
SHP-00315,Influenza,Road,Jaipur-Hyderabad,5.31,7.59,3.05,65.04,0.0805,3,12.13,0.45,0,0.0,0
SHP-00316,Hepatitis-B,Road,Jaipur-Hyderabad,-1.97,-1.95,-2.57,28.71,0.0648,6,52.77,7.7,1,79.54,1
SHP-00317,Polio,Road,Delhi-Mumbai,1.91,2.55,0.89,45.81,0.7706,4,40.64,4.78,1,69.08,0
SHP-00318,COVID-19-mRNA,Sea,Bengaluru-Pune,2.27,2.75,2.12,60.62,0.5917,3,15.61,3.83,0,0.0,0
SHP-00319,COVID-19-mRNA,Air,Lucknow-Ahmedabad,4.3,6.61,2.28,55.5,0.7304,5,49.46,2.97,0,0.0,0
SHP-00320,COVID-19-mRNA,Road,Delhi-Mumbai,1.99,3.44,-0.05,62.52,0.0827,2,58.77,6.05,1,113.75,1
SHP-00321,Hepatitis-B,Road,Lucknow-Ahmedabad,3.9,5.27,1.73,57.62,1.2303,5,16.87,5.99,1,46.45,0
SHP-00322,Influenza,Road,Delhi-Mumbai,3.47,4.54,2.86,53.65,0.0714,2,58.37,2.76,0,0.0,0
SHP-00323,Hepatitis-B,Road,Jaipur-Hyderabad,3.6,3.88,3.48,51.98,1.0203,2,12.14,1.33,0,0.0,0
SHP-00324,COVID-19-mRNA,Sea,Bengaluru-Pune,2.21,3.1,1.85,78.25,0.2172,1,45.03,9.2,1,17.81,0
SHP-00325,Rotavirus,Air,Jaipur-Hyderabad,2.4,3.74,2.26,70.35,0.0557,4,58.7,0.9,0,0.0,0
SHP-00326,Influenza,Road,Bengaluru-Pune,1.3,3.73,0.3,59.96,0.169,4,15.63,3.82,1,92.42,0
SHP-00327,Hepatitis-B,Air,Lucknow-Ahmedabad,4.95,6.43,4.32,55.78,0.1001,3,43.72,5.9,0,0.0,0
SHP-00328,Hepatitis-B,Air,Delhi-Mumbai,5.43,5.52,5.24,60.38,0.3373,2,34.04,5.09,0,0.0,0
SHP-00329,Polio,Road,Chennai-Kolkata,2.07,4.04,1.85,63.27,1.4953,4,46.08,4.82,1,27.8,0
SHP-00330,COVID-19-mRNA,Road,Chennai-Kolkata,7.8,8.04,6.75,59.19,0.1987,2,34.0,5.43,1,45.03,0
SHP-00331,Polio,Road,Bengaluru-Pune,3.21,3.6,1.94,47.49,0.4735,2,22.56,10.42,1,87.84,0
SHP-00332,Influenza,Road,Bengaluru-Pune,7.83,8.89,7.38,72.85,1.1115,1,22.75,2.27,1,76.28,0
SHP-00333,COVID-19-mRNA,Air,Jaipur-Hyderabad,2.39,4.43,1.38,57.46,0.4972,1,63.07,4.94,1,25.0,0
SHP-00334,COVID-19-mRNA,Road,Chennai-Kolkata,-1.07,-0.92,-1.18,75.14,0.2249,0,16.33,5.97,1,118.69,1
SHP-00335,COVID-19-mRNA,Sea,Jaipur-Hyderabad,5.01,8.16,3.37,56.87,2.3464,2,14.13,4.46,1,113.16,0
SHP-00336,COVID-19-mRNA,Sea,Lucknow-Ahmedabad,4.62,7.26,3.58,52.54,0.1038,5,12.41,11.67,0,0.0,0
SHP-00337,Rotavirus,Road,Chennai-Kolkata,4.09,4.71,3.0,68.84,0.3704,4,10.89,5.32,0,0.0,0
SHP-00338,Influenza,Road,Lucknow-Ahmedabad,2.39,3.59,1.49,58.01,0.7965,1,6.96,2.76,1,39.39,0
SHP-00339,Polio,Sea,Delhi-Mumbai,3.91,6.77,3.78,56.33,0.0003,1,16.59,9.34,0,0.0,0
SHP-00340,COVID-19-mRNA,Air,Jaipur-Hyderabad,2.72,3.02,1.18,43.0,0.6054,4,18.72,3.36,1,96.03,0
SHP-00341,Polio,Rail,Bengaluru-Pune,3.24,5.43,1.65,61.6,0.155,3,23.8,3.78,1,47.85,0
SHP-00342,Polio,Sea,Chennai-Kolkata,6.1,6.35,3.79,50.07,0.093,5,14.19,4.36,0,0.0,0
SHP-00343,COVID-19-mRNA,Air,Jaipur-Hyderabad,4.46,4.51,4.21,50.52,0.1602,3,12.21,1.95,0,0.0,0
SHP-00344,Polio,Air,Bengaluru-Pune,5.52,7.2,2.31,50.09,1.7029,4,41.74,6.41,0,0.0,0
SHP-00345,Polio,Sea,Delhi-Mumbai,3.42,5.68,2.63,59.39,1.1125,3,53.43,0.52,0,0.0,0
SHP-00346,Hepatitis-B,Road,Chennai-Kolkata,3.14,4.51,2.03,39.65,0.1202,1,47.59,10.16,0,0.0,0
SHP-00347,Hepatitis-B,Air,Lucknow-Ahmedabad,1.12,1.26,1.08,52.89,0.0622,2,42.74,7.02,1,103.01,0
SHP-00348,COVID-19-mRNA,Road,Delhi-Mumbai,3.07,4.62,2.99,64.8,0.2264,2,35.08,2.18,0,0.0,0
SHP-00349,Polio,Road,Bengaluru-Pune,-4.3,-3.66,-4.38,42.54,0.4487,5,47.84,1.28,1,68.03,0
SHP-00350,Hepatitis-B,Road,Chennai-Kolkata,2.52,4.52,1.74,56.73,1.0092,4,65.52,2.45,1,60.74,0
SHP-00351,Hepatitis-B,Road,Chennai-Kolkata,3.8,5.62,3.36,48.69,1.692,1,47.41,8.18,0,0.0,0
SHP-00352,Rotavirus,Sea,Delhi-Mumbai,5.41,7.35,5.18,50.96,0.6955,4,10.02,0.16,0,0.0,0
SHP-00353,Hepatitis-B,Road,Chennai-Kolkata,3.33,4.05,2.4,71.55,0.4569,2,43.65,3.15,0,0.0,0
SHP-00354,COVID-19-mRNA,Road,Bengaluru-Pune,4.87,7.08,4.76,38.5,0.0768,10,40.6,1.47,0,0.0,0
SHP-00355,COVID-19-mRNA,Road,Delhi-Mumbai,-1.45,-0.6,-2.31,62.66,0.0385,2,35.83,10.4,1,40.46,1
SHP-00356,Hepatitis-B,Road,Lucknow-Ahmedabad,3.86,4.8,2.32,50.22,0.4532,2,43.54,2.67,0,0.0,0
SHP-00357,COVID-19-mRNA,Air,Delhi-Mumbai,-0.2,2.09,-2.06,49.72,0.3872,0,50.39,5.98,1,101.07,0
SHP-00358,Hepatitis-B,Sea,Delhi-Mumbai,0.98,1.25,-0.33,43.88,0.9357,2,8.46,2.21,1,101.65,0
SHP-00359,Rotavirus,Rail,Lucknow-Ahmedabad,3.53,4.53,3.07,62.54,0.1948,3,37.69,2.0,0,0.0,0
SHP-00360,Hepatitis-B,Road,Bengaluru-Pune,7.19,9.36,6.85,53.09,0.0203,6,59.94,1.97,1,117.59,0
SHP-00361,Polio,Road,Jaipur-Hyderabad,4.93,5.23,3.14,51.82,0.2756,2,41.03,5.67,0,0.0,0
SHP-00362,Hepatitis-B,Air,Jaipur-Hyderabad,4.05,5.12,3.48,56.1,1.7398,8,10.48,16.65,0,0.0,1
SHP-00363,Polio,Road,Lucknow-Ahmedabad,3.95,8.35,3.32,53.3,0.7938,1,57.15,1.17,1,110.49,0
SHP-00364,Hepatitis-B,Road,Bengaluru-Pune,2.22,4.22,2.08,34.99,0.0172,4,68.13,5.16,0,0.0,0
SHP-00365,Rotavirus,Road,Chennai-Kolkata,2.64,3.17,2.61,50.09,1.0384,3,62.22,1.54,0,0.0,0
SHP-00366,Polio,Sea,Lucknow-Ahmedabad,5.07,6.14,3.18,63.95,0.319,0,29.93,3.99,0,0.0,0
SHP-00367,Rotavirus,Road,Jaipur-Hyderabad,0.54,1.16,-1.03,39.93,0.2269,1,41.3,3.9,1,65.48,1
SHP-00368,Rotavirus,Road,Bengaluru-Pune,5.48,8.07,4.86,44.1,0.2129,3,45.03,2.99,1,111.47,0
SHP-00369,COVID-19-mRNA,Rail,Delhi-Mumbai,3.03,3.83,1.58,50.73,0.4521,2,53.24,3.45,1,38.74,0
SHP-00370,COVID-19-mRNA,Air,Bengaluru-Pune,6.06,6.19,5.89,47.74,0.3781,2,49.96,10.61,0,0.0,0
SHP-00371,COVID-19-mRNA,Road,Bengaluru-Pune,6.4,6.45,6.1,54.72,0.5345,0,19.14,0.46,0,0.0,0
SHP-00372,COVID-19-mRNA,Road,Jaipur-Hyderabad,-0.18,1.45,-0.48,44.07,0.4262,2,61.64,8.87,1,18.68,0
SHP-00373,COVID-19-mRNA,Road,Jaipur-Hyderabad,2.55,3.69,1.26,51.12,0.0777,0,62.05,3.1,1,62.45,0
SHP-00374,Hepatitis-B,Rail,Chennai-Kolkata,1.86,4.74,0.66,54.52,0.1487,3,32.69,2.03,1,21.7,0
SHP-00375,COVID-19-mRNA,Road,Chennai-Kolkata,-0.53,-0.3,-1.06,61.49,0.9195,4,14.64,0.97,1,34.82,0
SHP-00376,Polio,Rail,Lucknow-Ahmedabad,1.42,2.46,1.4,67.45,0.5442,2,46.17,8.43,1,42.73,0
SHP-00377,Influenza,Road,Delhi-Mumbai,10.1,10.39,10.1,52.38,0.2975,4,29.58,4.48,1,62.96,1
SHP-00378,COVID-19-mRNA,Road,Chennai-Kolkata,5.52,6.15,4.02,73.88,0.1008,4,54.93,6.52,0,0.0,0
SHP-00379,Influenza,Rail,Jaipur-Hyderabad,8.79,10.32,7.82,53.16,0.0039,4,26.83,1.89,1,111.44,1
SHP-00380,COVID-19-mRNA,Air,Bengaluru-Pune,6.07,8.27,5.74,63.29,0.1869,2,23.36,2.5,1,107.46,0
SHP-00381,COVID-19-mRNA,Air,Lucknow-Ahmedabad,2.15,2.16,1.62,74.32,0.0282,3,63.27,12.25,1,92.29,0
SHP-00382,Hepatitis-B,Road,Chennai-Kolkata,3.05,5.46,2.83,56.39,0.3292,0,46.64,16.24,0,0.0,0
SHP-00383,Hepatitis-B,Road,Bengaluru-Pune,5.47,5.83,5.37,41.26,0.8624,4,11.68,6.73,0,0.0,0
SHP-00384,Rotavirus,Air,Bengaluru-Pune,5.09,6.49,4.41,55.91,0.168,2,51.5,6.92,0,0.0,0
SHP-00385,Influenza,Road,Chennai-Kolkata,2.56,3.3,1.59,48.88,0.9411,4,55.68,5.93,1,26.18,0
SHP-00386,Influenza,Road,Delhi-Mumbai,0.23,1.66,-1.39,52.26,0.6097,1,21.52,4.42,1,59.8,0
SHP-00387,COVID-19-mRNA,Road,Delhi-Mumbai,12.22,13.43,12.07,74.85,0.0669,4,69.87,4.52,1,60.77,1
SHP-00388,COVID-19-mRNA,Sea,Lucknow-Ahmedabad,3.65,4.86,3.03,42.77,0.5172,3,30.61,16.59,0,0.0,0
SHP-00389,Influenza,Road,Delhi-Mumbai,3.19,3.22,1.54,58.0,0.0822,3,68.08,6.95,1,101.86,0
SHP-00390,Influenza,Rail,Lucknow-Ahmedabad,4.28,6.58,4.26,46.22,0.5318,4,25.38,5.33,0,0.0,0
SHP-00391,Rotavirus,Air,Jaipur-Hyderabad,3.39,3.8,3.11,51.92,0.077,1,46.21,1.05,0,0.0,0
SHP-00392,Polio,Road,Chennai-Kolkata,4.31,4.69,3.32,62.45,0.2492,3,40.16,18.88,0,0.0,0
SHP-00393,Polio,Rail,Bengaluru-Pune,7.22,9.89,5.8,58.18,0.418,5,71.48,3.67,1,106.23,0
SHP-00394,Influenza,Road,Lucknow-Ahmedabad,3.69,4.29,3.3,52.75,0.0258,3,32.95,14.39,0,0.0,0
SHP-00395,Polio,Road,Delhi-Mumbai,1.09,2.03,0.99,48.5,0.0832,3,17.83,6.25,1,37.28,0
SHP-00396,Rotavirus,Road,Lucknow-Ahmedabad,3.6,5.34,3.43,58.16,0.1931,4,60.99,0.2,0,0.0,0
SHP-00397,Rotavirus,Air,Lucknow-Ahmedabad,2.84,4.29,1.07,72.08,0.3102,2,8.77,3.87,1,68.16,0
SHP-00398,Polio,Road,Delhi-Mumbai,7.56,7.81,6.55,45.99,0.9777,4,64.41,11.16,0,0.0,0
SHP-00399,Influenza,Road,Delhi-Mumbai,6.93,10.57,5.97,74.12,0.1037,7,13.3,0.27,1,55.87,1
